id:ID,name,inception,:LABEL
Q193664,Pietism,,Ideology
Q328804,John the Evangelist,,Ideology
Q4346808,Christian,,Ideology
Q1637332,Huna,,Ideology
Q199993,traditionalist Catholicism,,Ideology
Q1939951,Sant Mat,,Ideology
Q9603,Sufism,,Ideology
Q345,Mary,,Ideology
Q40662,John the Baptist,,Ideology
Q302,Jesus Christ,,Ideology
Q9077,Moses,,Ideology
Q48221,Malikism,,Ideology
Q4007573,Valdesians,1535-01-01T00:00:00Z,Ideology
Q1075460,Khlysts,1700-01-01T00:00:00Z,Ideology
Q48124,sedevacantism,,Ideology
Q6497067,Latter Rain,1948-01-01T00:00:00Z,Ideology
Q101462,Rastafari,,Ideology
Q137073,Puritans,,Ideology
Q578881,Christian fundamentalism,,Ideology
Q842254,machismo,,Ideology
Q1084152,Christian Zionism,,Ideology
Q463934,Athaliah,,Ideology
Q2917160,Feri Tradition,1960-01-01T00:00:00Z,Ideology
Q1144579,Doukhobors,,Ideology
Q685812,Plymouth Brethren,,Ideology
Q131372,Hussites,,Ideology
Q1258552,Celtic Christianity,,Ideology
Q1344318,Shaykhism,,Ideology
Q1523459,Stregheria,,Ideology
Q208171,Ebionites,,Ideology
Q178169,Presbyterianism,,Ideology
Q202261,social Darwinism,,Ideology
Q204603,Valentinianism,,Ideology
Q2055449,Evangelical Christians (Prokhanovs),,Ideology
Q907453,Mennonite Brethren Church,1860-01-06T00:00:00Z,Ideology
Q2252195,rape culture,,Ideology
Q1331657,Elcesaites,0250-01-01T00:00:00Z,Ideology
Q4763544,Anglican Province of America,1995-01-01T00:00:00Z,Ideology
Q2356772,Gardnerian Wicca,,Ideology
Q4732465,Alliance of Renewal Churches,2002-01-01T00:00:00Z,Ideology
Q877877,Evangelical Christians-Baptists,1944-01-01T00:00:00Z,Ideology
Q3144420,Hypsistarians,,Ideology
Q16039034,Ancestrality,,Ideology
Q16050852,Gonabadi Dervish,,Ideology
Q447131,religion of ancient Egypt,,Ideology
Q477317,Christian Identity,,Ideology
Q7893955,Universal Foundation for Better Living,1974-01-01T00:00:00Z,Ideology
Q4016589,Louisiana Voodoo,,Ideology
Q603176,Darius the Mede,,Ideology
Q632691,Qutbism,,Ideology
Q20481000,Christian ecology,,Ideology
Q6673892,Longhouse Religion,,Ideology
Q834462,Nichiren Shōshū,,Ideology
Q847493,Yogacara,,Ideology
Q7485854,Yarsanism,,Ideology
Q4356357,Godbeites,1870-01-01T00:00:00Z,Ideology
Q5603611,green urbanism,,Ideology
Q9232,Jainism,-0500-01-01T00:00:00Z,Ideology
Q6757958,Marcosians,0150-01-01T00:00:00Z,Ideology
Q7252,feminism,,Ideology
Q7260,imperialism,,Ideology
Q1859,True Jesus Church,1917-01-01T00:00:00Z,Ideology
Q2096707,structural Marxism,1975-01-01T00:00:00Z,Ideology
Q737685,Chabad Lubavitch,1772-01-01T00:00:00Z,Ideology
Q1622507,Unitarian Universalism,1961-05-01T00:00:00Z,Ideology
Q5116819,Church of Aphrodite,1938-01-01T00:00:00Z,Ideology
Q97738262,Unity of the Brethren,1880-01-01T00:00:00Z,Ideology
Q5680594,Āḏar Kayvānī,1600-01-01T00:00:00Z,Ideology
Q9141448,Seventh-day Adventism,1863-01-01T00:00:00Z,Ideology
Q2801788,dulcinian,1300-01-01T00:00:00Z,Ideology
Q124767564,Psychedelic Venus Church,1970-01-01T00:00:00Z,Ideology
Q60831391,"Sabbatarian Pentecostalists, Ukraine",,Ideology
Q302729,Haitian Vodou,1800-01-01T00:00:00Z,Ideology
Q111943110,Seven Mountain Mandate,,Ideology
Q1276913,Novatianism,0251-01-01T00:00:00Z,Ideology
Q4780618,Apostolic Christian Church of America,1847-01-01T00:00:00Z,Ideology
Q183493,Darwinism,,Ideology
Q2107503,Q2107503,,Ideology
Q193589,Platonism,,Ideology
Q179541,Epicureanism,,Ideology
Q191359,Pythagoreanism,,Ideology
Q1076026,evolutionism,,Ideology
Q1058263,Neo-Marxism,,Ideology
Q314079,Berneuchen Movement,1922-01-01T00:00:00Z,Ideology
Q10875810,Q10875810,,Ideology
Q2512051,Vedanta,,Ideology
Q1147651,neopythagoreanism,,Ideology
Q362438,Plowshares Movement,1980-01-01T00:00:00Z,Ideology
Q1197987,Lysenkoism,,Ideology
Q178540,Pre-Socratic philosophy,,Ideology
Q25495304,Q25495304,,Ideology
Q1690672,Joachimites,,Ideology
Q185802,Falun Gong,,Ideology
Q214577,Eleatics,,Ideology
Q275595,eco-socialism,,Ideology
Q3488148,society of ideologues,,Ideology
Q3510523,sedeprivationism,,Ideology
Q3577786,Calgary School,,Ideology
Q477243,Cārvāka,,Ideology
Q592832,integralism,,Ideology
Q63106352,Sri Krishna Chaitanya Mission,1966-01-01T00:00:00Z,Ideology
Q5116601,Church Growth,,Ideology
Q5186753,critical race theory,,Ideology
Q716920,illuminationism,,Ideology
Q125916831,Pia Unio Sancti Pauli Apostoli,2005-01-01T00:00:00Z,Ideology
Q790625,Averroism,,Ideology
Q6474159,Laissez-faire racism,,Ideology
Q2125638,Radha Soami,1861-01-01T00:00:00Z,Ideology
Q30078205,The New Wittgenstein,,Ideology
Q7165968,People of Praise,1971-01-01T00:00:00Z,Ideology
Q50685643,Traditionalist School,,Ideology
Q42907814,dandyism,,Ideology
Q5885540,Holy Flesh movement,1890-01-01T00:00:00Z,Ideology
Q48235,stoicism,-0300-01-01T00:00:00Z,Ideology
Q123509272,effective accelerationism,2022-05-31T00:00:00Z,Ideology
Q4347290,Reclaiming,1979-01-01T00:00:00Z,Ideology
Q107112033,Unity of the Brethren in Texas,1903-01-01T00:00:00Z,Ideology
Q190193,International Society for Krishna Consciousness,1967-07-13T00:00:00Z,Ideology
Q6189929,Jewish Science,1916-01-01T00:00:00Z,Ideology
Q97315603,AllatRa,2011-01-01T00:00:00Z,Ideology
Q134719966,Q134719966,,Ideology
Q8058126,Young Friends General Meeting,1900-01-01T00:00:00Z,Ideology
Q18635291,International Pure Bhakti Yoga Society,2004-01-01T00:00:00Z,Ideology
Q1258217,Rodnovery,,Ideology
Q11684128,Abiasaph,,Ideology
Q12410621,Mizrahi feminism,,Ideology
Q5165003,Contemporary Sant Mat movements,1861-01-01T00:00:00Z,Ideology
Q59587893,Sri Gopinatha Gaudiya Math,1989-01-01T00:00:00Z,Ideology
Q4460020,neo-Toltec,,Ideology
Q16238470,Tribe of Ben-Hur,1894-01-09T00:00:00Z,Ideology
Q60242786,Sri Chaitanya Gaudiya Math,1953-01-01T00:00:00Z,Ideology
Q22080033,The Satanic Temple,2013-01-01T00:00:00Z,Ideology
Q22679,Baháʼí Faith,http://www.wikidata.org/.well-known/genid/8afec07b963c74a7bb690ec4122c32b9,Ideology
Q111006127,World Vaisnava Association,1994-01-01T00:00:00Z,Ideology
Q60851498,Sri Gaudiya Vedanta Samiti,1940-01-01T00:00:00Z,Ideology
Q124336341,Charis Foundation for New Monasticism & Interspirituality,2015-02-04T00:00:00Z,Ideology
